Indicator,Year,Geography,FIPS,Cases,Rate per 100000
"Tuberculosis","2023","Humboldt County, NV","32013","Data suppressed","Data suppressed"
"Tuberculosis","2023","Humboldt County, IA","19091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Humboldt County, CA","06023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Humacao Municipio, PR","72069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hughes County, SD","46065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hughes County, OK","40063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Huerfano County, CO","08055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hudspeth County, TX","48229","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hudson County, NJ","34017","55","7.8"
"Tuberculosis","2023","Hubbard County, MN","27057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Howell County, MO","29091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Howard County, TX","48227","Data suppressed","Data suppressed"
"Tuberculosis","2023","Howard County, NE","31093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Howard County, MO","29089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Howard County, MD","24027","9","2.7"
"Tuberculosis","2023","Howard County, IN","18067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Howard County, IA","19089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Howard County, AR","05061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Houston County, TX","48225","Data suppressed","Data suppressed"
"Tuberculosis","2023","Houston County, TN","47083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Houston County, MN","27055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Houston County, GA","13153","Data suppressed","Data suppressed"
"Tuberculosis","2023","Houston County, AL","01069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Houghton County, MI","26061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hot Springs County, WY","56017","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hot Spring County, AR","05059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Horry County, SC","45051","6","1.5"
"Tuberculosis","2023","Hormigueros Municipio, PR","72067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hopkins County, TX","48223","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hopkins County, KY","21107","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hopewell City, VA","51670","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hoonah-Angoon Census Area, AK","02105","Data suppressed","Data not available"
"Tuberculosis","2023","Hooker County, NE","31091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hood River County, OR","41027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hood County, TX","48221","Data suppressed","Data suppressed"
"Tuberculosis","2023","Honolulu County, HI","15003","82","8.3"
"Tuberculosis","2023","Holt County, NE","31089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Holt County, MO","29087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Holmes County, OH","39075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Holmes County, MS","28051","Data suppressed","Data suppressed"
"Tuberculosis","2023","Holmes County, FL","12059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hoke County, NC","37093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hodgeman County, KS","20083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hockley County, TX","48219","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hocking County, OH","39073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hitchcock County, NE","31087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hinsdale County, CO","08053","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hinds County, MS","28049","5","2.3"
"Tuberculosis","2023","Hillsdale County, MI","26059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hillsborough County, NH","33011","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hillsborough County, FL","12057","58","3.8"
"Tuberculosis","2023","Hill County, TX","48217","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hill County, MT","30041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Highlands County, FL","12055","Data suppressed","Data suppressed"
"Tuberculosis","2023","Highland County, VA","51091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Highland County, OH","39071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hidalgo County, TX","48215","55","6.1"
"Tuberculosis","2023","Hidalgo County, NM","35023","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hickory County, MO","29085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hickman County, TN","47081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hickman County, KY","21105","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hettinger County, ND","38041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hertford County, NC","37091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hernando County, FL","12053","6","2.8"
"Tuberculosis","2023","Herkimer County, NY","36043","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henry County, VA","51089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henry County, TN","47079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henry County, OH","39069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henry County, MO","29083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henry County, KY","21103","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henry County, IN","18065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henry County, IL","17073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henry County, IA","19087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henry County, GA","13151","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henry County, AL","01067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henrico County, VA","51087","9","2.7"
"Tuberculosis","2023","Hennepin County, MN","27053","63","5.0"
"Tuberculosis","2023","Hendry County, FL","12051","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hendricks County, IN","18063","5","2.7"
"Tuberculosis","2023","Henderson County, TX","48213","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henderson County, TN","47077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henderson County, NC","37089","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henderson County, KY","21101","Data suppressed","Data suppressed"
"Tuberculosis","2023","Henderson County, IL","17071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hempstead County, AR","05057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hemphill County, TX","48211","Data suppressed","Data suppressed"
"Tuberculosis","2023","Heard County, GA","13149","Data suppressed","Data suppressed"
"Tuberculosis","2023","Haywood County, TN","47075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Haywood County, NC","37087","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hays County, TX","48209","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hayes County, NE","31085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hawkins County, TN","47073","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hawaii County, HI","15001","14","6.7"
"Tuberculosis","2023","Hatillo Municipio, PR","72065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Haskell County, TX","48207","Data suppressed","Data suppressed"
"Tuberculosis","2023","Haskell County, OK","40061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Haskell County, KS","20081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harvey County, KS","20079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hartley County, TX","48205","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hartford County, CT","09003","Data suppressed","Data not available"
"Tuberculosis","2023","Hart County, KY","21099","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hart County, GA","13147","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harrisonburg City, VA","51660","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harrison County, WV","54033","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harrison County, TX","48203","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harrison County, OH","39067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harrison County, MS","28047","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harrison County, MO","29081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harrison County, KY","21097","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harrison County, IN","18061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harrison County, IA","19085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harris County, TX","48201","269","5.6"
"Tuberculosis","2023","Harris County, GA","13145","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harper County, OK","40059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harper County, KS","20077","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harney County, OR","41025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harnett County, NC","37085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harmon County, OK","40057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harlan County, NE","31083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harlan County, KY","21095","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harford County, MD","24025","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hardy County, WV","54031","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harding County, SD","46063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Harding County, NM","35021","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hardin County, TX","48199","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hardin County, TN","47071","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hardin County, OH","39065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hardin County, KY","21093","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hardin County, IL","17069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hardin County, IA","19083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hardeman County, TX","48197","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hardeman County, TN","47069","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hardee County, FL","12049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Haralson County, GA","13143","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hanson County, SD","46061","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hansford County, TX","48195","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hanover County, VA","51085","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hand County, SD","46059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hancock County, WV","54029","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hancock County, TN","47067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hancock County, OH","39063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hancock County, MS","28045","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hancock County, ME","23009","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hancock County, KY","21091","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hancock County, IN","18059","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hancock County, IL","17067","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hancock County, IA","19081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hancock County, GA","13141","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hampton County, SC","45049","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hampton City, VA","51650","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hampshire County, WV","54027","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hampshire County, MA","25015","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hampden County, MA","25013","7","1.5"
"Tuberculosis","2023","Hamlin County, SD","46057","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hamilton County, TX","48193","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hamilton County, TN","47065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hamilton County, OH","39061","20","2.4"
"Tuberculosis","2023","Hamilton County, NY","36041","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hamilton County, NE","31081","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hamilton County, KS","20075","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hamilton County, IN","18057","5","1.3"
"Tuberculosis","2023","Hamilton County, IL","17065","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hamilton County, IA","19079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hamilton County, FL","12047","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hamblen County, TN","47063","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hall County, TX","48191","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hall County, NE","31079","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hall County, GA","13139","7","3.2"
"Tuberculosis","2023","Halifax County, VA","51083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Halifax County, NC","37083","Data suppressed","Data suppressed"
"Tuberculosis","2023","Hale County, TX","48189","Data suppressed","Data suppressed"
